setup,direction,bias,session,entry,sl,tp,rr,qty,entry_time,entry_tf,exit,exit_time,result,exit_note,_confirm_check_i15,_confirm_level,r_pnl,equity_r
1,short,bearish,london,11450.75,11460.75,11425.75,2.75,25,2022-09-29 09:04:00,1m,11423.25,2022-09-29 09:15:00,win,M15_INVALIDATED,115366.0,11421.75,2.696,661.3952793334144
1,short,bearish,london,11386.25,11398.0,11356.875,2.5,21,2022-09-29 09:32:00,1m,11398.0,2022-09-29 09:45:00,loss,SL,,11392.5,-1.0459574468085107,660.3493218866058
1,short,bearish,london,11398.25,11415.75,11354.5,0.7428571428571429,14,2022-09-29 10:37:00,1m,11411.25,2022-09-29 10:45:00,loss,M15_INVALIDATED,115372.0,11392.5,-1.030857142857143,659.3184647437487
1,short,bearish,london,11415.75,11433.0,11372.625,2.5,14,2022-09-29 12:04:00,1m,11433.0,2022-09-29 12:45:00,loss,SL,,11421.75,-1.031304347826087,658.2871603959226
2,long,bullish,london,11242.25,11232.25,11267.25,2.5,25,2022-09-30 13:58:00,1m,11267.25,2022-09-30 14:30:00,win,1m_TP_first,,11233.5,2.446,660.7331603959226
2,long,bullish,ny,11208.5,11198.5,11233.5,2.5,25,2022-09-30 15:49:00,1m,11233.5,2022-09-30 16:00:00,win,TP,,11184.0,2.446,663.1791603959226
2,long,bullish,ny,11285.25,11270.25,11322.75,0.31666666666666665,16,2022-09-30 16:34:00,1m,11290.0,2022-09-30 16:45:00,win,M15_INVALIDATED,115489.0,11290.75,0.2806666666666666,663.4598270625893
2,long,bullish,ny,11303.0,11285.25,11347.375,2.5,14,2022-09-30 17:05:00,1m,11347.375,2022-09-30 17:15:00,win,TP,,11290.75,2.4695774647887325,665.929404527378
2,long,bullish,london,10958.75,10948.75,10983.75,2.5,25,2022-10-03 11:12:00,1m,10983.75,2022-10-03 11:30:00,win,TP,,10951.25,2.446,668.375404527378
1,short,bearish,ny,11394.5,11405.25,11367.625,2.5,23,2022-10-05 16:45:00,1m,11405.25,2022-10-05 17:00:00,loss,SL,,11403.0,-1.0502325581395349,667.3251719692385
1,short,bearish,ny,11696.5,11706.5,11671.5,2.5,25,2022-10-06 15:48:00,1m,11671.5,2022-10-06 16:00:00,win,TP,,11711.0,2.446,669.7711719692385
1,short,bearish,london,11066.75,11076.75,11041.75,2.5,25,2022-10-10 09:30:00,1m,11076.75,2022-10-10 09:45:00,loss,1m_SL_first,,11082.0,-1.054,668.7171719692385
2,long,bullish,ny,11009.75,10993.0,11051.625,2.5,14,2022-10-10 16:17:00,1m,11051.625,2022-10-10 16:30:00,win,1m_TP_first,,10995.75,2.4677611940298507,671.1849331632684
2,long,bullish,ny,10882.25,10872.0,10907.875,2.5,24,2022-10-12 17:16:00,1m,10872.0,2022-10-12 17:30:00,loss,1m_SL_first,,10876.75,-1.0526829268292683,670.1322502364392
2,long,bullish,london,11016.75,11006.75,11041.75,2.5,25,2022-10-14 11:49:00,1m,11041.75,2022-10-14 12:00:00,win,TP,,11021.75,2.446,672.5782502364392
1,short,bearish,london,10861.0,10877.0,10821.0,2.5,15,2022-10-17 09:14:00,1m,10877.0,2022-10-17 09:45:00,loss,SL,,10878.5,-1.03375,671.5445002364391
1,short,bearish,ny,11082.25,11094.0,11052.875,3.25531914893617,21,2022-10-17 15:47:00,1m,11044.0,2022-10-17 17:00:00,win,M15_INVALIDATED,116517.0,11039.5,3.2093617021276595,674.7538619385668
1,short,bearish,ny,11046.75,11056.75,11021.75,3.7,25,2022-10-17 17:16:00,1m,11083.75,2022-10-17 18:45:00,loss,M15_INVALIDATED,116524.0,11039.5,-1.054,673.6998619385669
2,long,bullish,ny,11185.0,11175.0,11210.0,2.5,25,2022-10-18 18:34:00,1m,11210.0,2022-10-18 18:45:00,win,TP,,11179.75,2.446,676.1458619385669
2,long,bullish,ny,11193.25,11177.25,11233.25,2.5,15,2022-10-18 19:26:00,1m,11233.25,2022-10-18 19:30:00,win,TP,,11179.75,2.46625,678.6121119385668
1,short,bearish,asia,11248.0,11267.0,11200.5,2.5,13,2022-10-19 08:43:00,1m,11267.0,2022-10-19 08:45:00,loss,SL,,11253.5,-1.028421052631579,677.5836908859353
1,short,bearish,london,11211.25,11222.75,11182.5,2.5,21,2022-10-19 12:43:00,1m,11222.75,2022-10-19 13:00:00,loss,1m_SL_first,,11218.75,-1.0469565217391303,676.5367343641961
1,short,bearish,asia,11124.0,11134.0,11099.0,2.5,25,2022-10-20 07:25:00,1m,11099.0,2022-10-20 08:30:00,win,TP,,11146.25,2.446,678.9827343641962
1,short,bearish,london,11188.5,11198.5,11163.5,2.5,25,2022-10-20 14:31:00,1m,11163.5,2022-10-20 14:45:00,win,TP,,11212.75,2.446,681.4287343641962
1,short,bearish,ny,11111.25,11121.25,11086.25,2.5,25,2022-10-20 15:31:00,1m,11121.25,2022-10-20 15:45:00,loss,SL,,11146.25,-1.054,680.3747343641962
1,short,bearish,ny,11299.5,11309.5,11274.5,2.5,25,2022-10-20 17:19:00,1m,11274.5,2022-10-20 17:30:00,win,TP,,11292.25,2.446,682.8207343641963
1,short,bearish,ny,11297.75,11307.75,11272.75,2.5,25,2022-10-20 17:46:00,1m,11272.75,2022-10-20 18:00:00,win,TP,,11292.25,2.446,685.2667343641963
1,short,bearish,ny,11167.0,11178.5,11138.25,2.5,21,2022-10-20 19:07:00,1m,11138.25,2022-10-20 19:15:00,win,TP,,11146.25,2.4530434782608697,687.7197778424571
1,short,bearish,ny,11133.25,11146.5,11100.125,2.5,18,2022-10-20 19:32:00,1m,11100.125,2022-10-20 19:45:00,win,TP,,11146.25,2.459245283018868,690.179023125476
2,long,bullish,asia,11032.25,11022.25,11057.25,0.675,25,2022-10-21 04:22:00,1m,11039.0,2022-10-21 04:30:00,win,M15_INVALIDATED,116839.0,11041.25,0.621,690.800023125476
1,short,bearish,london,11046.5,11056.5,11021.5,2.5,25,2022-10-21 09:48:00,1m,11021.5,2022-10-21 10:00:00,win,TP,,11062.25,2.446,693.246023125476
2,long,bullish,ny,11276.25,11258.25,11321.25,2.5,13,2022-10-24 16:34:00,1m,11321.25,2022-10-24 17:00:00,win,TP,,11260.75,2.47,695.716023125476
1,short,bearish,london,11459.5,11469.5,11434.5,1.15,25,2022-10-27 09:01:00,1m,11471.0,2022-10-27 09:15:00,loss,M15_INVALIDATED,117230.0,11450.25,-1.054,694.662023125476
1,short,bearish,london,11457.0,11467.0,11432.0,2.5,25,2022-10-27 10:40:00,1m,11432.0,2022-10-27 11:00:00,win,TP,,11450.25,2.446,697.108023125476
1,short,bearish,ny,11400.75,11410.75,11375.75,2.5,25,2022-10-27 15:31:00,1m,11410.75,2022-10-27 15:45:00,loss,1m_SL_first,,11450.25,-1.054,696.0540231254761
1,short,bearish,ny,11493.25,11503.25,11468.25,2.5,25,2022-10-31 16:58:00,1m,11468.25,2022-10-31 17:00:00,win,TP,,11464.0,2.446,698.5000231254761
1,short,bearish,ny,11498.75,11512.0,11465.625,2.5,18,2022-10-31 17:21:00,1m,11465.625,2022-10-31 17:30:00,win,TP,,11507.0,2.459245283018868,700.959268408495
2,long,bullish,london,11327.0,11317.0,11352.0,2.5,25,2022-11-02 13:54:00,1m,11317.0,2022-11-02 14:30:00,loss,SL,,11318.75,-1.054,699.905268408495
2,long,bullish,ny,11250.5,11240.5,11275.5,2.5,25,2022-11-02 19:01:00,1m,11275.5,2022-11-02 19:15:00,win,TP,,11367.25,2.446,702.351268408495
2,long,bullish,ny,10889.0,10879.0,10914.0,2.5,25,2022-11-07 16:02:00,1m,10914.0,2022-11-07 16:15:00,win,1m_TP_first,,10901.25,2.446,704.797268408495
2,long,bullish,ny,10913.5,10903.25,10939.125,2.073170731707317,24,2022-11-07 17:10:00,1m,10892.25,2022-11-07 17:15:00,loss,M15_INVALIDATED,117881.0,10901.25,-1.0526829268292683,703.7445854816658
1,short,bearish,asia,10876.25,10886.25,10851.25,2.5,25,2022-11-10 02:31:00,1m,10851.25,2022-11-10 03:15:00,win,TP,,10871.25,2.446,706.1905854816658
2,long,bullish,ny,11644.75,11634.75,11669.75,2.5,25,2022-11-11 16:01:00,1m,11669.75,2022-11-11 16:15:00,win,TP,,11620.25,2.446,708.6365854816659
2,long,bullish,asia,11777.25,11767.25,11802.25,2.5,25,2022-11-14 07:49:00,1m,11802.25,2022-11-14 08:15:00,win,TP,,11766.25,2.446,711.0825854816659
1,short,bearish,ny,11763.75,11773.75,11738.75,2.625,25,2022-11-14 16:04:00,1m,11790.0,2022-11-14 16:15:00,loss,M15_INVALIDATED,118345.0,11777.25,-1.054,710.0285854816659
1,short,bearish,ny,11795.0,11806.75,11765.625,2.5,21,2022-11-14 17:01:00,1m,11765.625,2022-11-14 17:15:00,win,TP,,11777.25,2.4540425531914893,712.4826280348574
2,long,bullish,ny,11563.75,11550.5,11596.875,2.5,18,2022-11-17 15:32:00,1m,11596.875,2022-11-17 15:45:00,win,TP,,11569.25,2.459245283018868,714.9418733178762
2,long,bullish,ny,11720.75,11710.75,11745.75,1.3,25,2022-11-17 18:12:00,1m,11707.75,2022-11-17 18:15:00,loss,M15_INVALIDATED,118632.0,11712.0,-1.054,713.8878733178763
2,long,bullish,london,11652.75,11642.75,11677.75,2.5,25,2022-11-21 09:20:00,1m,11677.75,2022-11-21 09:30:00,win,TP,,11658.25,2.446,716.3338733178763
2,long,bullish,london,11632.75,11622.75,11657.75,0.85,25,2022-11-21 10:36:00,1m,11624.25,2022-11-21 12:45:00,loss,M15_INVALIDATED,118801.0,11625.5,-1.054,715.2798733178763
2,long,bullish,london,11663.5,11653.5,11688.5,0.775,25,2022-11-21 15:23:00,1m,11655.75,2022-11-21 15:30:00,loss,M15_INVALIDATED,118812.0,11658.25,-1.054,714.2258733178763
2,long,bullish,ny,11659.5,11649.5,11684.5,0.4,25,2022-11-21 15:47:00,1m,11663.5,2022-11-21 16:00:00,win,M15_INVALIDATED,118814.0,11672.25,0.34600000000000003,714.5718733178763
2,long,bullish,ny,11602.0,11592.0,11627.0,2.5,25,2022-11-21 17:07:00,1m,11627.0,2022-11-21 17:15:00,win,TP,,11607.0,2.446,717.0178733178764
2,long,bullish,ny,11606.75,11595.75,11634.25,2.5,22,2022-11-30 19:36:00,1m,11634.25,2022-11-30 19:45:00,win,TP,,11575.25,2.4509090909090907,719.4687824087855
1,short,bearish,london,12075.75,12085.75,12050.75,2.5,25,2022-12-01 15:14:00,1m,12050.75,2022-12-01 15:30:00,win,1m_TP_first,,12082.5,2.446,721.9147824087855
1,short,bearish,ny,12109.75,12123.0,12076.625,2.5,18,2022-12-01 16:01:00,1m,12076.625,2022-12-01 16:15:00,win,TP,,12086.0,2.459245283018868,724.3740276918044
2,long,bullish,asia,11491.75,11481.75,11516.75,2.5,25,2022-12-08 06:04:00,1m,11516.75,2022-12-08 06:15:00,win,TP,,11502.0,2.446,726.8200276918044
2,long,bullish,asia,11594.5,11584.5,11619.5,2.5,25,2022-12-08 06:50:00,1m,11584.5,2022-12-08 07:00:00,loss,SL,,11502.0,-1.054,725.7660276918044
2,long,bullish,asia,11608.0,11598.0,11633.0,2.5,25,2022-12-08 07:25:00,1m,11598.0,2022-12-08 07:30:00,loss,SL,,11502.0,-1.054,724.7120276918045
2,long,bullish,ny,11605.25,11595.25,11630.25,2.5,25,2022-12-08 15:49:00,1m,11595.25,2022-12-08 16:00:00,loss,1m_SL_first,,11502.0,-1.054,723.6580276918045
2,long,bullish,ny,11756.25,11746.25,11781.25,2.5,25,2022-12-08 16:51:00,1m,11746.25,2022-12-08 17:00:00,loss,SL,,11745.5,-1.054,722.6040276918045
2,long,bullish,ny,11624.75,11614.75,11649.75,0.925,25,2022-12-08 17:31:00,1m,11634.0,2022-12-08 17:45:00,win,M15_INVALIDATED,120000.0,11740.5,0.871,723.4750276918045
2,long,bullish,ny,11635.5,11625.5,11660.5,10.375,25,2022-12-08 18:02:00,1m,11739.25,2022-12-08 18:15:00,win,M15_INVALIDATED,120002.0,11745.5,10.321,733.7960276918045
2,long,bullish,ny,11739.5,11729.5,11764.5,2.5,25,2022-12-08 19:25:00,1m,11729.5,2022-12-08 19:30:00,loss,1m_SL_first,,11745.5,-1.054,732.7420276918045
2,long,bullish,ny,11679.5,11669.5,11704.5,3.425,25,2022-12-08 19:49:00,1m,11713.75,2022-12-08 20:00:00,win,EOD_CLOSE,120009.0,11781.0,3.371,736.1130276918045
2,long,bullish,asia,11755.0,11745.0,11780.0,2.5,25,2022-12-09 02:25:00,1m,11745.0,2022-12-09 02:30:00,loss,SL,,11745.5,-1.054,735.0590276918045
2,long,bullish,asia,11773.75,11763.75,11798.75,2.5,25,2022-12-09 02:48:00,1m,11763.75,2022-12-09 03:00:00,loss,SL,,11745.5,-1.054,734.0050276918046
1,short,bearish,london,11723.75,11733.75,11698.75,2.5,25,2022-12-15 14:03:00,1m,11698.75,2022-12-15 14:15:00,win,TP,,11730.5,2.446,736.4510276918046
1,short,bearish,ny,11182.0,11197.0,11144.5,2.5,16,2022-12-20 17:10:00,1m,11144.5,2022-12-20 17:15:00,win,TP,,11187.75,2.464,738.9150276918047
2,long,bullish,london,11213.0,11203.0,11238.0,2.5,25,2022-12-21 09:16:00,1m,11238.0,2022-12-21 09:45:00,win,TP,,11206.25,2.446,741.3610276918047
1,short,bearish,ny,11234.0,11248.5,11197.75,2.5,17,2022-12-21 15:57:00,1m,11248.5,2022-12-21 16:00:00,loss,SL,,11263.75,-1.0372413793103448,740.3237863124943
2,long,bullish,ny,11037.5,11027.5,11062.5,2.5,25,2022-12-23 18:20:00,1m,11062.5,2022-12-23 18:30:00,win,TP,,11043.5,2.446,742.7697863124944
2,long,bullish,ny,11049.5,11039.5,11074.5,0.9,25,2022-12-23 19:02:00,1m,11040.5,2022-12-23 19:15:00,loss,M15_INVALIDATED,121030.0,11043.5,-1.054,741.7157863124944
1,short,bearish,asia,10967.5,10977.5,10942.5,2.5,25,2023-01-04 03:43:00,1m,10977.5,2023-01-04 05:45:00,loss,SL,,10973.0,-1.054,740.6617863124944
2,long,bullish,london,10999.0,10989.0,11024.0,2.5,25,2023-01-04 14:04:00,1m,11024.0,2023-01-04 14:15:00,win,TP,,11004.75,2.446,743.1077863124945
2,long,bullish,ny,10981.75,10965.5,11022.375,2.5,15,2023-01-04 15:36:00,1m,10965.5,2023-01-04 15:45:00,loss,SL,,10972.75,-1.0332307692307692,742.0745555432637
2,long,bullish,ny,10979.0,10969.0,11004.0,2.5,25,2023-01-04 17:16:00,1m,11004.0,2023-01-04 17:30:00,win,TP,,10972.75,2.446,744.5205555432638
2,long,bullish,london,10966.25,10956.25,10991.25,2.5,25,2023-01-05 10:19:00,1m,10991.25,2023-01-05 11:00:00,win,TP,,10972.75,2.446,746.9665555432638
1,short,bearish,london,11023.5,11034.5,10996.0,2.5,22,2023-01-05 13:46:00,1m,10996.0,2023-01-05 14:00:00,win,TP,,11030.0,2.4509090909090907,749.4174646341729
1,short,bearish,ny,10874.25,10891.25,10831.75,2.5,14,2023-01-06 15:32:00,1m,10831.75,2023-01-06 15:45:00,win,TP,,10885.75,2.468235294117647,751.8856999282906
1,short,bearish,ny,11191.0,11201.0,11166.0,1.4,25,2023-01-10 18:01:00,1m,11205.0,2023-01-10 18:15:00,loss,M15_INVALIDATED,121958.0,11178.0,-1.054,750.8316999282906
1,short,bearish,london,11296.25,11306.25,11271.25,2.5,25,2023-01-11 11:40:00,1m,11306.25,2023-01-11 12:30:00,loss,SL,,11301.5,-1.054,749.7776999282906
2,long,bullish,london,11476.5,11459.0,11520.25,2.5,14,2023-01-12 14:51:00,1m,11520.25,2023-01-12 15:00:00,win,TP,,11461.75,2.4691428571428573,752.2468427854335
2,long,bullish,london,11483.75,11473.75,11508.75,2.5,25,2023-01-12 15:26:00,1m,11508.75,2023-01-12 15:30:00,win,1m_TP_first,,11461.75,2.446,754.6928427854335
1,short,bearish,asia,11501.0,11511.0,11476.0,0.725,25,2023-01-13 02:34:00,1m,11493.75,2023-01-13 02:45:00,win,M15_INVALIDATED,122175.0,11492.75,0.6709999999999999,755.3638427854336
2,long,bullish,ny,11440.5,11430.5,11465.5,2.5,25,2023-01-20 15:52:00,1m,11430.5,2023-01-20 16:00:00,loss,1m_SL_first,,11446.5,-1.054,754.3098427854336
2,long,bullish,ny,11516.25,11506.25,11541.25,2.5,25,2023-01-20 17:28:00,1m,11541.25,2023-01-20 17:30:00,win,TP,,11510.25,2.446,756.7558427854336
2,long,bullish,ny,11576.5,11566.5,11601.5,2.925,25,2023-01-20 19:50:00,1m,11605.75,2023-01-20 20:00:00,win,EOD_CLOSE,122693.0,11581.75,2.871,759.6268427854336
2,long,bullish,london,11918.25,11908.25,11943.25,2.5,25,2023-01-24 09:41:00,1m,11908.25,2023-01-24 10:30:00,loss,SL,,11912.25,-1.054,758.5728427854336
2,long,bullish,ny,11928.75,11911.5,11971.875,2.5,14,2023-01-26 17:28:00,1m,11971.875,2023-01-26 17:45:00,win,TP,,11915.5,2.468695652173913,761.0415384376075
2,long,bullish,ny,12044.0,12034.0,12069.0,2.5,25,2023-01-30 18:22:00,1m,12034.0,2023-01-30 18:30:00,loss,SL,,12039.0,-1.054,759.9875384376076
2,long,bullish,ny,12010.0,12000.0,12035.0,2.5,25,2023-01-30 19:05:00,1m,12035.0,2023-01-30 19:15:00,win,TP,,12016.0,2.446,762.4335384376076
1,short,bearish,london,11916.75,11932.5,11877.375,0.49206349206349204,15,2023-01-31 09:49:00,1m,11924.5,2023-01-31 10:00:00,loss,M15_INVALIDATED,123304.0,11922.75,-1.0342857142857143,761.3992527233219
1,short,bearish,ny,12062.75,12076.5,12028.375,2.5,18,2023-01-31 19:25:00,1m,12076.5,2023-01-31 19:30:00,loss,SL,,12075.0,-1.0392727272727273,760.3599799960491
2,long,bullish,ny,12097.5,12087.5,12122.5,2.5,25,2023-02-01 17:07:00,1m,12122.5,2023-02-01 17:30:00,win,TP,,12084.75,2.446,762.8059799960491
1,short,bearish,london,12742.75,12752.75,12717.75,2.5,25,2023-02-03 14:31:00,1m,12717.75,2023-02-03 14:45:00,win,TP,,12676.75,2.446,765.2519799960492
1,short,bearish,london,12581.0,12591.0,12556.0,1.575,25,2023-02-03 15:25:00,1m,12565.25,2023-02-03 15:30:00,win,M15_INVALIDATED,123605.0,12559.75,1.521,766.7729799960491
1,short,bearish,ny,12693.5,12703.5,12668.5,2.5,25,2023-02-03 19:31:00,1m,12668.5,2023-02-03 19:45:00,win,TP,,12676.75,2.446,769.2189799960491
2,long,bullish,asia,12587.75,12569.5,12633.375,2.5,13,2023-02-06 02:35:00,1m,12569.5,2023-02-06 04:00:00,loss,SL,,12578.5,-1.0295890410958903,768.1893909549533
1,short,bearish,asia,12564.75,12574.75,12539.75,2.5,25,2023-02-06 06:16:00,1m,12574.75,2023-02-06 07:00:00,loss,SL,,12559.75,-1.054,767.1353909549533
2,long,bullish,ny,12514.75,12504.75,12539.75,2.5,25,2023-02-07 15:33:00,1m,12539.75,2023-02-07 15:45:00,win,1m_TP_first,,12508.0,2.446,769.5813909549533
2,long,bullish,ny,12542.75,12532.75,12567.75,2.5,25,2023-02-07 18:31:00,1m,12567.75,2023-02-07 18:45:00,win,TP,,12551.25,2.446,772.0273909549534
2,long,bullish,ny,12531.5,12511.75,12580.875,2.5,12,2023-02-07 19:33:00,1m,12511.75,2023-02-07 19:45:00,loss,SL,,12508.0,-1.0273417721518987,771.0000491828015
1,short,bearish,asia,12580.25,12590.25,12555.25,0.025,25,2023-02-09 03:15:00,1m,12580.5,2023-02-09 04:15:00,loss,M15_INVALIDATED,123935.0,12573.5,-1.054,769.9460491828015
2,long,bullish,london,12537.5,12527.5,12562.5,0.225,25,2023-02-14 10:04:00,1m,12539.75,2023-02-14 10:15:00,win,M15_INVALIDATED,124239.0,12555.0,0.17099999999999999,770.1170491828016
2,long,bullish,ny,12499.75,12486.5,12532.875,2.5,18,2023-02-14 15:46:00,1m,12532.875,2023-02-14 16:00:00,win,TP,,12517.25,2.459245283018868,772.5762944658204
2,long,bullish,ny,12467.25,12453.25,12502.25,2.5,17,2023-02-14 18:01:00,1m,12502.25,2023-02-14 18:15:00,win,TP,,12482.0,2.4614285714285713,775.037723037249
1,short,bearish,london,12693.0,12703.0,12668.0,2.5,25,2023-02-16 13:26:00,1m,12668.0,2023-02-16 14:15:00,win,TP,,12687.0,2.446,777.483723037249
1,short,bearish,london,12513.0,12531.25,12467.375,2.5,13,2023-02-16 15:38:00,1m,12531.25,2023-02-16 15:45:00,loss,SL,,12665.5,-1.0295890410958903,776.4541339961531
1,short,bearish,ny,12542.25,12555.75,12508.5,3.962962962962963,18,2023-02-16 16:03:00,1m,12595.75,2023-02-16 16:15:00,loss,M15_INVALIDATED,124449.0,12567.0,-1.04,775.4141339961532
2,long,bullish,ny,12215.0,12205.0,12240.0,2.5,25,2023-02-23 15:46:00,1m,12240.0,2023-02-23 16:00:00,win,1m_TP_first,,12228.0,2.446,777.8601339961532
2,long,bullish,ny,12084.25,12074.25,12109.25,2.5,25,2023-02-23 19:40:00,1m,12109.25,2023-02-23 19:45:00,win,TP,,12090.25,2.446,780.3061339961532
1,short,bearish,asia,12167.0,12177.0,12142.0,0.9,25,2023-02-24 02:34:00,1m,12176.0,2023-02-24 02:45:00,loss,M15_INVALIDATED,124937.0,12174.5,-1.054,779.2521339961532
2,long,bullish,ny,12142.75,12132.75,12167.75,2.5,25,2023-02-27 16:04:00,1m,12167.75,2023-02-27 16:15:00,win,TP,,12150.75,2.446,781.6981339961533
1,short,bearish,ny,12087.5,12097.5,12062.5,2.5,25,2023-02-28 16:44:00,1m,12062.5,2023-02-28 16:45:00,win,TP,,12078.0,2.446,784.1441339961533
1,short,bearish,ny,12204.0,12214.0,12179.0,2.5,25,2023-03-08 16:43:00,1m,12214.0,2023-03-08 17:00:00,loss,SL,,12217.25,-1.054,783.0901339961533
1,short,bearish,ny,12200.25,12210.25,12175.25,2.5,25,2023-03-08 17:31:00,1m,12210.25,2023-03-08 17:45:00,loss,SL,,12217.25,-1.054,782.0361339961534
2,long,bullish,asia,12211.0,12201.0,12236.0,0.2,25,2023-03-09 07:11:00,1m,12213.0,2023-03-09 07:15:00,win,M15_INVALIDATED,125796.0,12331.25,0.14600000000000002,782.1821339961533
2,long,bullish,asia,12211.75,12201.75,12236.75,0.275,25,2023-03-09 07:46:00,1m,12209.0,2023-03-09 08:00:00,loss,M15_INVALIDATED,125799.0,12331.25,-1.054,781.1281339961533
2,long,bullish,asia,12332.5,12322.5,12357.5,13.6,25,2023-03-09 08:26:00,1m,12196.5,2023-03-09 08:30:00,loss,M15_INVALIDATED,125801.0,12312.25,-1.054,780.0741339961534
1,short,bearish,asia,12170.0,12180.0,12145.0,0.05,25,2023-03-13 04:22:00,1m,12169.5,2023-03-13 05:45:00,win,M15_INVALIDATED,125981.0,12152.25,-0.0040000000000000036,780.0701339961533
1,short,bearish,asia,12201.0,12211.0,12176.0,2.5,25,2023-03-13 08:03:00,1m,12176.0,2023-03-13 08:15:00,win,TP,,12217.25,2.446,782.5161339961534
1,short,bearish,london,12162.5,12172.5,12137.5,0.1,25,2023-03-13 09:01:00,1m,12163.5,2023-03-13 09:15:00,loss,M15_INVALIDATED,125995.0,12152.25,-1.054,781.4621339961534
2,long,bullish,ny,12162.25,12152.25,12187.25,1.425,25,2023-03-13 17:01:00,1m,12176.5,2023-03-13 17:15:00,win,M15_INVALIDATED,126027.0,12182.25,1.371,782.8331339961534
2,long,bullish,ny,12082.0,12064.25,12126.375,2.5,14,2023-03-13 18:37:00,1m,12126.375,2023-03-13 18:45:00,win,TP,,12108.25,2.4695774647887325,785.3027114609421
2,long,bullish,ny,12134.5,12124.5,12159.5,2.5,25,2023-03-13 19:02:00,1m,12159.5,2023-03-13 19:15:00,win,TP,,12142.25,2.446,787.7487114609421
1,short,bearish,ny,12277.75,12287.75,12252.75,0.75,25,2023-03-14 18:16:00,1m,12285.25,2023-03-14 18:30:00,loss,M15_INVALIDATED,126125.0,12240.75,-1.054,786.6947114609421
1,short,bearish,ny,12228.5,12244.0,12189.75,2.5,16,2023-03-14 19:05:00,1m,12244.0,2023-03-14 19:15:00,loss,SL,,12240.75,-1.0348387096774194,785.6598727512647
2,long,bullish,london,12175.5,12159.75,12214.875,2.5,15,2023-03-15 14:23:00,1m,12214.875,2023-03-15 14:30:00,win,TP,,12168.5,2.4657142857142857,788.125587036979
1,short,bearish,london,12363.75,12373.75,12338.75,4.225,25,2023-03-16 14:47:00,1m,12406.0,2023-03-16 15:00:00,loss,M15_INVALIDATED,126297.0,12345.0,-1.054,787.071587036979
2,long,bullish,ny,12642.75,12632.75,12667.75,2.5,25,2023-03-20 18:07:00,1m,12667.75,2023-03-20 18:30:00,win,TP,,12648.5,2.446,789.5175870369791
1,short,bearish,london,12868.25,12878.25,12843.25,2.5,25,2023-03-22 15:15:00,1m,12878.25,2023-03-22 15:30:00,loss,SL,,12886.5,-1.054,788.4635870369791
1,short,bearish,ny,12906.75,12916.75,12881.75,2.5,25,2023-03-22 16:13:00,1m,12916.75,2023-03-22 16:15:00,loss,SL,,12898.25,-1.054,787.4095870369791
1,short,bearish,ny,12905.25,12915.25,12880.25,2.5,25,2023-03-23 18:59:00,1m,12880.25,2023-03-23 19:00:00,win,TP,,12898.25,2.446,789.8555870369792
1,short,bearish,ny,12877.5,12892.5,12840.0,2.5,16,2023-03-23 19:19:00,1m,12840.0,2023-03-23 19:30:00,win,TP,,12886.5,2.464,792.3195870369792
2,long,bullish,asia,12850.75,12840.75,12875.75,2.5,25,2023-03-24 03:04:00,1m,12875.75,2023-03-24 06:15:00,win,TP,,12857.0,2.446,794.7655870369792
2,long,bullish,london,12874.0,12863.0,12901.5,2.5,22,2023-03-24 09:24:00,1m,12863.0,2023-03-24 09:30:00,loss,SL,,12857.0,-1.049090909090909,793.7164961278884
2,long,bullish,ny,13214.75,13204.75,13239.75,2.5,25,2023-04-04 19:16:00,1m,13239.75,2023-04-04 19:30:00,win,TP,,13226.5,2.446,796.1624961278884
2,long,bullish,ny,12985.5,12975.5,13010.5,2.5,25,2023-04-06 16:01:00,1m,13010.5,2023-04-06 16:15:00,win,TP,,13006.0,2.446,798.6084961278884
2,long,bullish,ny,13051.25,13041.25,13076.25,2.5,25,2023-04-06 17:07:00,1m,13076.25,2023-04-06 17:15:00,win,TP,,13057.5,2.446,801.0544961278885
2,long,bullish,london,13154.0,13144.0,13179.0,0.95,25,2023-04-07 14:31:00,1m,13163.5,2023-04-07 14:45:00,win,M15_INVALIDATED,127766.0,13176.5,0.8959999999999999,801.9504961278884
1,short,bearish,ny,13062.5,13072.5,13037.5,2.5,25,2023-04-10 17:57:00,1m,13037.5,2023-04-10 18:00:00,win,TP,,13079.75,2.446,804.3964961278884
2,long,bullish,ny,13086.25,13076.25,13111.25,0.975,25,2023-04-11 16:22:00,1m,13096.0,2023-04-11 18:15:00,win,M15_INVALIDATED,127935.0,13107.25,0.9209999999999999,805.3174961278885
2,long,bullish,ny,13100.5,13090.5,13125.5,1.25,25,2023-04-11 19:31:00,1m,13113.0,2023-04-11 20:00:00,win,EOD_CLOSE,,13107.25,1.196,806.5134961278885
1,short,bearish,ny,13137.75,13157.25,13089.0,2.5,12,2023-04-12 15:32:00,1m,13089.0,2023-04-12 15:45:00,win,TP,,13165.75,2.4723076923076923,808.9858038201962
2,long,bullish,ny,13139.25,13129.25,13164.25,0.075,25,2023-04-13 18:01:00,1m,13138.5,2023-04-13 18:15:00,loss,M15_INVALIDATED,128121.0,13144.5,-1.054,807.9318038201963
2,long,bullish,ny,13136.25,13126.25,13161.25,2.5,25,2023-04-13 19:04:00,1m,13161.25,2023-04-13 19:15:00,win,TP,,13144.5,2.446,810.3778038201963
