setup,direction,bias,session,entry,sl,tp,rr,qty,entry_time,entry_tf,exit,exit_time,result,exit_note,_confirm_check_i15,_confirm_level,r_pnl,equity_r
2,long,bullish,asia,7830.25,7820.25,7855.25,0.4,25,2019-09-11 07:47:00,1m,7826.25,2019-09-11 08:00:00,loss,M15_INVALIDATED,42256.0,7838.75,-1.054,82.95626822057154
2,long,bullish,asia,7826.5,7816.5,7851.5,0.675,25,2019-09-11 08:23:00,1m,7833.25,2019-09-11 08:30:00,win,M15_INVALIDATED,42258.0,7838.75,0.621,83.57726822057154
2,long,bullish,asia,7844.0,7834.0,7869.0,2.5,25,2019-09-11 08:54:00,1m,7834.0,2019-09-11 09:00:00,loss,SL,,7838.75,-1.054,82.52326822057154
2,long,bullish,london,7850.25,7840.25,7875.25,2.275,25,2019-09-11 10:02:00,1m,7827.5,2019-09-11 10:15:00,loss,M15_INVALIDATED,42265.0,7838.75,-1.054,81.46926822057154
1,short,bearish,london,7853.5,7863.5,7828.5,2.5,25,2019-09-16 13:16:00,1m,7863.5,2019-09-16 13:45:00,loss,SL,,7861.75,-1.054,80.41526822057153
2,long,bullish,london,7879.25,7869.25,7904.25,2.5,25,2019-09-19 09:32:00,1m,7904.25,2019-09-19 13:45:00,win,TP,,7870.0,2.446,82.86126822057153
1,short,bearish,ny,7771.75,7781.75,7746.75,1.1,25,2019-09-26 17:01:00,1m,7760.75,2019-09-26 17:15:00,win,M15_INVALIDATED,43319.0,7759.25,1.046,83.90726822057154
2,long,bullish,ny,7690.0,7680.0,7715.0,0.975,25,2019-10-04 15:32:00,1m,7699.75,2019-10-04 15:45:00,win,M15_INVALIDATED,43872.0,7701.5,0.9209999999999999,84.82826822057154
2,long,bullish,asia,7668.75,7657.0,7698.125,2.5,21,2019-10-10 03:19:00,1m,7698.125,2019-10-10 03:30:00,win,TP,,7661.75,2.4540425531914893,87.28231077376303
2,long,bullish,ny,7712.75,7702.75,7737.75,2.5,25,2019-10-10 15:49:00,1m,7737.75,2019-10-10 16:00:00,win,TP,,7724.25,2.446,89.72831077376303
2,long,bullish,london,7939.25,7929.25,7964.25,2.5,25,2019-10-16 11:36:00,1m,7929.25,2019-10-16 15:15:00,loss,SL,,7932.0,-1.054,88.67431077376303
1,short,bearish,ny,7917.0,7927.0,7892.0,0.575,25,2019-10-16 16:04:00,1m,7922.75,2019-10-16 16:15:00,loss,M15_INVALIDATED,44621.0,7911.75,-1.054,87.62031077376302
2,long,bullish,ny,7922.5,7912.25,7948.125,0.12195121951219512,24,2019-10-21 15:37:00,1m,7923.75,2019-10-21 15:45:00,win,M15_INVALIDATED,44899.0,7932.75,0.06926829268292682,87.68957906644594
2,long,bullish,ny,7941.75,7930.25,7970.5,2.5,21,2019-10-25 15:32:00,1m,7970.5,2019-10-25 15:45:00,win,TP,,7935.0,2.4530434782608697,90.14262254470681
1,short,bearish,ny,8059.0,8069.0,8034.0,2.5,25,2019-10-30 19:26:00,1m,8069.0,2019-10-30 19:45:00,loss,SL,,8064.75,-1.054,89.08862254470681
2,long,bullish,london,8095.5,8085.5,8120.5,0.275,25,2019-10-31 10:40:00,1m,8098.25,2019-10-31 12:00:00,win,M15_INVALIDATED,45632.0,8110.25,0.22100000000000003,89.30962254470681
1,short,bearish,london,8059.75,8069.75,8034.75,2.5,25,2019-10-31 15:25:00,1m,8069.75,2019-10-31 15:45:00,loss,SL,,8064.75,-1.054,88.25562254470681
2,long,bullish,ny,8211.5,8201.5,8236.5,1.825,25,2019-11-05 16:52:00,1m,8229.75,2019-11-05 20:00:00,win,EOD_CLOSE,,8206.0,1.771,90.02662254470681
1,short,bearish,ny,8206.0,8220.75,8169.125,2.5,16,2019-11-08 16:01:00,1m,8220.75,2019-11-08 16:15:00,loss,SL,,8216.25,-1.0366101694915255,88.99001237521529
1,short,bearish,ny,8275.0,8285.0,8250.0,3.525,25,2019-11-13 19:58:00,1m,8239.75,2019-11-13 20:00:00,win,EOD_CLOSE,46500.0,8259.5,3.471,92.46101237521529
2,long,bullish,london,8256.5,8246.5,8281.5,2.5,25,2019-11-14 10:27:00,1m,8246.5,2019-11-14 13:30:00,loss,SL,,8250.5,-1.054,91.40701237521529
1,short,bearish,ny,8271.25,8281.25,8246.25,2.5,25,2019-11-20 19:07:00,1m,8246.25,2019-11-20 19:15:00,win,TP,,8264.25,2.446,93.85301237521529
2,long,bullish,london,8292.75,8282.75,8317.75,2.5,25,2019-11-22 14:50:00,1m,8282.75,2019-11-22 15:30:00,loss,SL,,8286.25,-1.054,92.79901237521528
2,long,bullish,asia,8387.75,8377.75,8412.75,0.075,25,2019-12-09 05:01:00,1m,8387.0,2019-12-09 05:15:00,loss,M15_INVALIDATED,48087.0,8395.5,-1.054,91.74501237521528
2,long,bullish,asia,8386.75,8376.75,8411.75,2.5,25,2019-12-09 06:32:00,1m,8411.75,2019-12-09 07:45:00,win,TP,,8395.5,2.446,94.19101237521528
1,short,bearish,london,8395.5,8405.5,8370.5,2.5,25,2019-12-09 12:04:00,1m,8405.5,2019-12-09 12:15:00,loss,SL,,8409.5,-1.054,93.13701237521528
1,short,bearish,london,8391.5,8401.5,8366.5,2.5,25,2019-12-09 12:55:00,1m,8401.5,2019-12-09 13:00:00,loss,SL,,8409.5,-1.054,92.08301237521528
1,short,bearish,london,8394.0,8404.0,8369.0,2.5,25,2019-12-09 13:17:00,1m,8404.0,2019-12-09 13:30:00,loss,SL,,8409.5,-1.054,91.02901237521527
1,short,bearish,london,8394.5,8404.5,8369.5,2.5,25,2019-12-09 13:51:00,1m,8404.5,2019-12-09 14:00:00,loss,SL,,8409.5,-1.054,89.97501237521527
1,short,bearish,london,8334.25,8344.25,8309.25,1.975,25,2019-12-10 11:18:00,1m,8354.0,2019-12-10 11:30:00,loss,M15_INVALIDATED,48206.0,8340.0,-1.054,88.92101237521527
1,short,bearish,london,8329.5,8339.5,8304.5,2.0,25,2019-12-10 11:51:00,1m,8349.5,2019-12-10 12:00:00,loss,M15_INVALIDATED,48208.0,8340.0,-1.054,87.86701237521527
2,long,bullish,asia,8367.0,8357.0,8392.0,0.1,25,2019-12-11 07:37:00,1m,8368.0,2019-12-11 07:45:00,win,M15_INVALIDATED,48284.0,8383.25,0.046,87.91301237521527
2,long,bullish,asia,8367.0,8357.0,8392.0,0.05,25,2019-12-11 08:14:00,1m,8366.5,2019-12-11 08:15:00,loss,M15_INVALIDATED,48286.0,8383.25,-1.054,86.85901237521527
2,long,bullish,london,8389.75,8379.75,8414.75,1.5,25,2019-12-11 09:04:00,1m,8374.75,2019-12-11 09:15:00,loss,M15_INVALIDATED,48290.0,8395.5,-1.054,85.80501237521527
2,long,bullish,london,8388.75,8378.75,8413.75,2.5,25,2019-12-11 10:19:00,1m,8378.75,2019-12-11 10:30:00,loss,SL,,8383.25,-1.054,84.75101237521527
2,long,bullish,ny,8513.0,8503.0,8538.0,1.275,25,2019-12-13 16:47:00,1m,8500.25,2019-12-13 17:00:00,loss,M15_INVALIDATED,48507.0,8525.75,-1.054,83.69701237521527
1,short,bearish,ny,8745.75,8755.75,8720.75,0.1,25,2019-12-30 18:29:00,1m,8746.75,2019-12-30 18:30:00,loss,M15_INVALIDATED,49432.0,8739.75,-1.054,82.64301237521526
1,short,bearish,ny,9062.25,9072.25,9037.25,2.6,25,2020-01-14 19:56:00,1m,9036.25,2020-01-14 20:00:00,win,EOD_CLOSE,50370.0,9055.5,2.5460000000000003,85.18901237521527
1,short,bearish,london,9061.75,9071.75,9036.75,2.5,25,2020-01-15 14:40:00,1m,9071.75,2020-01-15 15:30:00,loss,SL,,9055.5,-1.054,84.13501237521527
1,short,bearish,london,9194.75,9204.75,9169.75,2.5,25,2020-01-23 14:13:00,1m,9169.75,2020-01-23 15:30:00,win,TP,,9189.25,2.446,86.58101237521527
2,long,bullish,ny,9096.75,9086.75,9121.75,2.5,25,2020-01-29 16:26:00,1m,9121.75,2020-01-29 17:15:00,win,TP,,9091.75,2.446,89.02701237521526
2,long,bullish,ny,9561.25,9551.25,9586.25,2.5,25,2020-02-11 15:45:00,1m,9586.25,2020-02-11 16:15:00,win,TP,,9545.75,2.446,91.47301237521526
2,long,bullish,london,9543.75,9533.75,9568.75,2.5,25,2020-02-13 13:59:00,1m,9568.75,2020-02-13 15:30:00,win,TP,,9538.75,2.446,93.91901237521526
2,long,bullish,ny,9632.75,9622.75,9657.75,1.3,25,2020-02-14 15:34:00,1m,9619.75,2020-02-14 16:30:00,loss,M15_INVALIDATED,52484.0,9625.25,-1.054,92.86501237521526
1,short,bearish,ny,9661.75,9671.75,9636.75,2.5,25,2020-02-20 17:16:00,1m,9636.75,2020-02-20 17:30:00,win,TP,,9649.5,2.446,95.31101237521526
2,long,bullish,london,9116.0,9106.0,9141.0,2.5,25,2020-02-25 12:34:00,1m,9141.0,2020-02-25 12:45:00,win,TP,,9125.0,2.446,97.75701237521525
2,long,bullish,london,9119.75,9109.75,9144.75,2.5,25,2020-02-25 13:16:00,1m,9144.75,2020-02-25 13:30:00,win,TP,,9125.0,2.446,100.20301237521525
2,long,bullish,ny,9033.0,9020.75,9063.625,0.12244897959183673,20,2020-02-25 18:10:00,1m,9034.5,2020-02-25 18:15:00,win,M15_INVALIDATED,53128.0,9041.25,0.0783673469387755,100.28137972215403
1,short,bearish,ny,8959.5,8969.5,8934.5,2.5,25,2020-02-26 18:01:00,1m,8934.5,2020-02-26 18:15:00,win,TP,,8948.25,2.446,102.72737972215403
1,short,bearish,ny,8937.5,8953.75,8896.875,2.5,15,2020-02-26 18:38:00,1m,8896.875,2020-02-26 19:30:00,win,TP,,8948.25,2.4667692307692306,105.19414895292326
1,short,bearish,london,8353.25,8363.25,8328.25,2.5,25,2020-02-28 13:53:00,1m,8328.25,2020-02-28 14:00:00,win,TP,,8358.25,2.446,107.64014895292325
2,long,bullish,asia,8513.75,8503.75,8538.75,0.25,25,2020-03-02 04:50:00,1m,8516.25,2020-03-02 05:00:00,win,M15_INVALIDATED,53448.0,8520.0,0.196,107.83614895292325
2,long,bullish,ny,8509.25,8499.25,8534.25,2.5,25,2020-03-02 16:40:00,1m,8534.25,2020-03-02 16:45:00,win,TP,,8520.0,2.446,110.28214895292325
2,long,bullish,ny,8677.75,8667.75,8702.75,2.5,25,2020-03-02 18:19:00,1m,8702.75,2020-03-02 18:30:00,win,TP,,8709.5,2.446,112.72814895292325
2,long,bullish,ny,8699.0,8689.0,8724.0,2.5,25,2020-03-02 18:46:00,1m,8724.0,2020-03-02 19:00:00,win,1m_TP_first,,8709.5,2.446,115.17414895292325
2,long,bullish,ny,8766.5,8752.75,8800.875,2.5,18,2020-03-03 17:36:00,1m,8800.875,2020-03-03 18:00:00,win,TP,,8738.5,2.4607272727272727,117.63487622565052
1,short,bearish,asia,8548.25,8563.75,8509.5,2.5,16,2020-03-06 04:55:00,1m,8563.75,2020-03-06 07:00:00,loss,SL,,8562.5,-1.0348387096774194,116.6000375159731
1,short,bearish,asia,8573.0,8583.0,8548.0,2.5,25,2020-03-06 07:43:00,1m,8548.0,2020-03-06 07:45:00,win,TP,,8562.5,2.446,119.0460375159731
1,short,bearish,asia,8567.75,8577.75,8542.75,2.5,25,2020-03-06 08:59:00,1m,8577.75,2020-03-06 09:00:00,loss,SL,,8562.5,-1.054,117.9920375159731
1,short,bearish,ny,8124.0,8135.0,8096.5,2.5,22,2020-03-09 18:05:00,1m,8135.0,2020-03-09 18:15:00,loss,1m_SL_first,,8131.25,-1.049090909090909,116.94294660688219
2,long,bullish,london,8171.5,8154.25,8214.625,2.5,14,2020-03-10 14:55:00,1m,8214.625,2020-03-10 15:15:00,win,TP,,8151.75,2.468695652173913,119.4116422590561
2,long,bullish,ny,8077.0,8060.75,8117.625,2.5,15,2020-03-10 17:53:00,1m,8060.75,2020-03-10 18:00:00,loss,1m_SL_first,,8085.0,-1.0332307692307692,118.37841148982533
2,long,bullish,ny,8073.0,8063.0,8098.0,2.5,25,2020-03-10 18:44:00,1m,8063.0,2020-03-10 18:45:00,loss,SL,,8085.0,-1.054,117.32441148982532
2,long,bullish,ny,8071.75,8061.75,8096.75,2.5,25,2020-03-10 19:31:00,1m,8096.75,2020-03-10 19:45:00,win,TP,,8085.0,2.446,119.77041148982532
2,long,bullish,london,8137.75,8127.75,8162.75,0.1,25,2020-03-11 12:35:00,1m,8138.75,2020-03-11 13:00:00,win,M15_INVALIDATED,54136.0,8151.75,0.046,119.81641148982533
2,long,bullish,london,7273.5,7258.5,7311.0,2.5,16,2020-03-19 09:58:00,1m,7311.0,2020-03-19 10:00:00,win,1m_TP_first,,7279.0,2.464,122.28041148982533
2,long,bullish,asia,7441.0,7428.75,7471.625,2.5,20,2020-03-26 02:43:00,1m,7428.75,2020-03-26 02:45:00,loss,SL,,7431.0,-1.0440816326530613,121.23632985717227
2,long,bullish,asia,7383.0,7373.0,7408.0,2.5,25,2020-03-26 03:19:00,1m,7408.0,2020-03-26 03:30:00,win,TP,,7371.5,2.446,123.68232985717226
1,short,bearish,asia,7350.25,7367.75,7306.5,1.2857142857142858,14,2020-03-26 08:04:00,1m,7372.75,2020-03-26 08:15:00,loss,M15_INVALIDATED,55114.0,7359.5,-1.030857142857143,122.65147271431512
1,short,bearish,asia,7370.75,7380.75,7345.75,2.5,25,2020-03-26 08:31:00,1m,7345.75,2020-03-26 08:45:00,win,TP,,7359.5,2.446,125.09747271431512
1,short,bearish,london,7367.0,7377.0,7342.0,2.5,25,2020-03-26 09:13:00,1m,7342.0,2020-03-26 09:15:00,win,TP,,7359.5,2.446,127.54347271431512
1,short,bearish,london,7341.75,7351.75,7316.75,2.5,25,2020-03-26 09:31:00,1m,7351.75,2020-03-26 09:45:00,loss,SL,,7359.5,-1.054,126.48947271431511
1,short,bearish,london,7369.25,7379.25,7344.25,2.5,25,2020-03-26 12:52:00,1m,7344.25,2020-03-26 13:00:00,win,TP,,7359.5,2.446,128.93547271431513
1,short,bearish,asia,7627.5,7638.5,7600.0,2.5,22,2020-03-30 08:22:00,1m,7600.0,2020-03-30 08:30:00,win,TP,,7634.0,2.4509090909090907,131.3863818052242
1,short,bearish,london,7623.75,7633.75,7598.75,2.5,25,2020-03-30 09:05:00,1m,7598.75,2020-03-30 09:15:00,win,TP,,7634.0,2.446,133.8323818052242
1,short,bearish,london,7554.75,7564.75,7529.75,2.175,25,2020-03-30 10:37:00,1m,7576.5,2020-03-30 10:45:00,loss,M15_INVALIDATED,55307.0,7549.5,-1.054,132.7783818052242
1,short,bearish,london,7561.75,7577.25,7523.0,0.1774193548387097,16,2020-03-30 11:04:00,1m,7559.0,2020-03-30 11:15:00,win,M15_INVALIDATED,55309.0,7549.5,0.14258064516129032,132.9209624503855
2,long,bullish,ny,7805.25,7795.25,7830.25,2.5,25,2020-03-31 15:56:00,1m,7830.25,2020-03-31 16:00:00,win,TP,,7812.0,2.446,135.3669624503855
1,short,bearish,london,8049.75,8064.25,8013.5,2.5,17,2020-04-08 09:18:00,1m,8064.25,2020-04-08 09:45:00,loss,SL,,8067.25,-1.0372413793103448,134.32972107107514
2,long,bullish,london,8144.25,8131.0,8177.375,2.5,18,2020-04-09 13:48:00,1m,8177.375,2020-04-09 14:45:00,win,TP,,8135.25,2.459245283018868,136.78896635409401
2,long,bullish,asia,8108.25,8098.25,8133.25,2.5,25,2020-04-13 03:12:00,1m,8133.25,2020-04-13 03:45:00,win,TP,,8101.75,2.446,139.234966354094
2,long,bullish,london,8145.75,8135.75,8170.75,2.5,25,2020-04-13 12:37:00,1m,8170.75,2020-04-13 12:45:00,win,TP,,8152.25,2.446,141.680966354094
2,long,bullish,ny,8174.25,8164.25,8199.25,2.5,25,2020-04-13 17:20:00,1m,8199.25,2020-04-13 17:30:00,win,TP,,8152.25,2.446,144.126966354094
1,short,bearish,london,8662.0,8672.0,8637.0,0.525,25,2020-04-21 09:40:00,1m,8656.75,2020-04-21 09:45:00,win,M15_INVALIDATED,56702.0,8656.25,0.47100000000000003,144.597966354094
1,short,bearish,london,8623.75,8633.75,8598.75,0.325,25,2020-04-21 12:16:00,1m,8620.5,2020-04-21 12:30:00,win,M15_INVALIDATED,56713.0,8618.25,0.271,144.868966354094
1,short,bearish,ny,8624.75,8638.25,8591.0,2.5,18,2020-04-21 15:35:00,1m,8591.0,2020-04-21 15:45:00,win,TP,,8618.25,2.46,147.328966354094
2,long,bullish,london,8695.75,8685.5,8721.375,2.5,24,2020-04-23 14:55:00,1m,8685.5,2020-04-23 15:00:00,loss,SL,,8689.5,-1.0526829268292683,146.27628342726473
1,short,bearish,ny,8903.75,8913.75,8878.75,2.5,25,2020-04-28 15:31:00,1m,8878.75,2020-04-28 15:45:00,win,TP,,8897.0,2.446,148.72228342726473
2,long,bullish,ny,9056.5,9046.5,9081.5,5.075,25,2020-04-30 14:33:00,1m,9005.75,2020-04-30 16:00:00,loss,M15_INVALIDATED,57378.0,9043.25,-1.054,147.66828342726473
1,short,bearish,london,8769.5,8779.5,8744.5,2.5,25,2020-05-01 13:07:00,1m,8779.5,2020-05-01 13:45:00,loss,SL,,8764.25,-1.054,146.61428342726472
2,long,bullish,london,8900.25,8890.25,8925.25,2.5,25,2020-05-05 13:13:00,1m,8925.25,2020-05-05 14:00:00,win,TP,,8905.75,2.446,149.06028342726472
1,short,bearish,ny,9014.75,9024.75,8989.75,0.475,25,2020-05-06 17:50:00,1m,9010.0,2020-05-06 18:00:00,win,M15_INVALIDATED,57761.0,9009.5,0.421,149.4812834272647
2,long,bullish,ny,9167.5,9157.25,9193.125,2.5,24,2020-05-11 15:34:00,1m,9193.125,2020-05-11 15:45:00,win,TP,,9174.75,2.4473170731707317,151.92860050043544
2,long,bullish,ny,8992.25,8982.25,9017.25,2.5,25,2020-05-15 15:52:00,1m,9017.25,2020-05-15 16:00:00,win,TP,,8997.5,2.446,154.37460050043543
2,long,bullish,ny,9043.5,9033.5,9068.5,2.5,25,2020-05-15 18:34:00,1m,9068.5,2020-05-15 19:00:00,win,TP,,9052.25,2.446,156.82060050043543
2,long,bullish,london,9431.75,9421.75,9456.75,2.5,25,2020-05-21 09:30:00,1m,9421.75,2020-05-21 10:00:00,loss,SL,,9426.0,-1.054,155.76660050043543
1,short,bearish,ny,9411.25,9421.25,9386.25,2.5,25,2020-05-21 16:37:00,1m,9421.25,2020-05-21 16:45:00,loss,SL,,9416.5,-1.054,154.71260050043543
1,short,bearish,ny,9348.75,9365.25,9307.5,2.5,15,2020-05-22 15:34:00,1m,9365.25,2020-05-22 15:45:00,loss,SL,,9354.5,-1.0327272727272727,153.67987322770816
1,short,bearish,ny,9373.25,9383.75,9347.0,2.5,23,2020-05-22 16:07:00,1m,9347.0,2020-05-22 16:15:00,win,TP,,9366.75,2.4485714285714284,156.12844465627958
1,short,bearish,ny,9371.5,9381.5,9346.5,2.5,25,2020-05-22 16:50:00,1m,9346.5,2020-05-22 17:00:00,win,TP,,9361.5,2.446,158.57444465627958
2,long,bullish,ny,9231.5,9221.5,9256.5,2.5,25,2020-05-27 17:46:00,1m,9256.5,2020-05-27 18:00:00,win,TP,,9241.5,2.446,161.02044465627958
1,short,bearish,asia,9418.25,9428.25,9393.25,2.5,25,2020-05-28 05:34:00,1m,9393.25,2020-05-28 05:45:00,win,TP,,9408.0,2.446,163.46644465627958
2,long,bullish,asia,9402.25,9392.25,9427.25,2.5,25,2020-05-29 03:20:00,1m,9427.25,2020-05-29 03:45:00,win,TP,,9386.75,2.446,165.91244465627958
2,long,bullish,ny,9666.75,9656.75,9691.75,2.65,25,2020-06-03 18:37:00,1m,9693.25,2020-06-03 20:00:00,win,EOD_CLOSE,,9649.75,2.596,168.50844465627958
1,short,bearish,london,9662.75,9672.75,9637.75,2.5,25,2020-06-04 14:34:00,1m,9672.75,2020-06-04 15:00:00,loss,SL,,9670.0,-1.054,167.45444465627958
1,short,bearish,ny,9709.25,9719.25,9684.25,2.5,25,2020-06-04 17:01:00,1m,9684.25,2020-06-04 17:15:00,win,TP,,9703.75,2.446,169.90044465627957
2,long,bullish,asia,9675.5,9663.5,9705.5,2.5,20,2020-06-05 07:49:00,1m,9663.5,2020-06-05 10:45:00,loss,SL,,9667.25,-1.045,168.8554446562796
2,long,bullish,london,9816.25,9806.25,9841.25,2.5,25,2020-06-08 09:42:00,1m,9806.25,2020-06-08 09:45:00,loss,SL,,9809.0,-1.054,167.80144465627959
2,long,bullish,london,9814.0,9804.0,9839.0,2.5,25,2020-06-08 12:25:00,1m,9804.0,2020-06-08 12:30:00,loss,SL,,9809.0,-1.054,166.74744465627958
2,long,bullish,london,9821.75,9811.75,9846.75,2.5,25,2020-06-09 12:23:00,1m,9811.75,2020-06-09 13:15:00,loss,SL,,9809.0,-1.054,165.69344465627958
2,long,bullish,london,9951.0,9941.0,9976.0,2.5,25,2020-06-11 10:07:00,1m,9941.0,2020-06-11 10:30:00,loss,SL,,9944.0,-1.054,164.63944465627958
2,long,bullish,london,9918.75,9908.75,9943.75,0.075,25,2020-06-11 15:25:00,1m,9919.5,2020-06-11 15:30:00,win,M15_INVALIDATED,60159.0,9927.75,0.02099999999999999,164.66044465627957
2,long,bullish,ny,9922.5,9910.75,9951.875,2.5,21,2020-06-11 16:07:00,1m,9951.875,2020-06-11 16:15:00,win,TP,,9927.75,2.4540425531914893,167.11448720947106
1,short,bearish,ny,9575.75,9588.5,9543.875,2.5,19,2020-06-15 16:37:00,1m,9588.5,2020-06-15 16:45:00,loss,SL,,9585.5,-1.0423529411764707,166.0721342682946
1,short,bearish,ny,9965.25,9975.75,9939.0,0.8095238095238095,23,2020-06-18 15:37:00,1m,9973.75,2020-06-18 15:45:00,loss,M15_INVALIDATED,60626.0,9971.25,-1.0514285714285714,165.02070569686603
1,short,bearish,ny,9977.0,9987.0,9952.0,2.5,25,2020-06-18 16:16:00,1m,9952.0,2020-06-18 16:30:00,win,TP,,9971.25,2.446,167.46670569686603
1,short,bearish,ny,9981.75,9991.75,9956.75,2.5,25,2020-06-18 17:52:00,1m,9956.75,2020-06-18 18:00:00,win,TP,,9971.25,2.446,169.91270569686603
2,long,bullish,ny,9967.25,9957.25,9992.25,2.5,25,2020-06-19 18:30:00,1m,9992.25,2020-06-19 19:00:00,win,TP,,9944.0,2.446,172.35870569686602
2,long,bullish,asia,9908.25,9898.25,9933.25,2.5,25,2020-06-22 02:16:00,1m,9933.25,2020-06-22 03:00:00,win,TP,,9915.25,2.446,174.80470569686602
1,short,bearish,london,10166.75,10176.75,10141.75,0.125,25,2020-06-24 15:19:00,1m,10165.5,2020-06-24 15:30:00,win,M15_INVALIDATED,60998.0,10158.25,0.071,174.87570569686602
1,short,bearish,ny,10111.25,10121.25,10086.25,0.125,25,2020-06-24 16:17:00,1m,10112.5,2020-06-24 16:30:00,loss,M15_INVALIDATED,61001.0,10077.0,-1.054,173.82170569686602
1,short,bearish,ny,10058.75,10072.75,10023.75,2.5,17,2020-06-24 17:04:00,1m,10023.75,2020-06-24 17:15:00,win,TP,,10077.0,2.4614285714285713,176.2831342682946
1,short,bearish,ny,9999.25,10012.5,9966.125,2.5,18,2020-06-24 17:35:00,1m,9966.125,2020-06-24 17:45:00,win,TP,,10008.5,2.459245283018868,178.74237955131346
1,short,bearish,ny,10026.25,10036.25,10001.25,0.65,25,2020-06-24 19:03:00,1m,10019.75,2020-06-24 19:15:00,win,M15_INVALIDATED,61012.0,10008.5,0.596,179.33837955131347
2,long,bullish,london,10063.25,10053.25,10088.25,0.95,25,2020-06-26 10:55:00,1m,10072.75,2020-06-26 11:00:00,win,M15_INVALIDATED,61166.0,10074.0,0.8959999999999999,180.23437955131345
2,long,bullish,ny,10026.75,10016.75,10051.75,0.1,25,2020-06-30 16:31:00,1m,10027.75,2020-06-30 16:45:00,win,M15_INVALIDATED,61377.0,10033.0,0.046,180.28037955131344
1,short,bearish,london,10131.0,10141.0,10106.0,1.0,25,2020-07-01 12:37:00,1m,10121.0,2020-07-01 12:45:00,win,M15_INVALIDATED,61456.0,10120.0,0.946,181.22637955131344
2,long,bullish,ny,10324.0,10314.0,10349.0,2.5,25,2020-07-03 16:49:00,1m,10349.0,2020-07-03 18:15:00,win,TP,,10317.5,2.446,183.67237955131344
1,short,bearish,london,10560.75,10570.75,10535.75,2.5,25,2020-07-08 11:07:00,1m,10535.75,2020-07-08 11:15:00,win,TP,,10572.75,2.446,186.11837955131344
1,short,bearish,london,10634.25,10644.25,10609.25,2.5,25,2020-07-14 09:34:00,1m,10609.25,2020-07-14 09:45:00,win,TP,,10640.5,2.446,188.56437955131344
2,long,bullish,ny,10529.25,10519.25,10554.25,2.5,25,2020-07-14 16:59:00,1m,10519.25,2020-07-14 17:00:00,loss,SL,,10512.5,-1.054,187.51037955131343
2,long,bullish,ny,10661.5,10651.5,10686.5,3.95,25,2020-07-15 19:46:00,1m,10701.0,2020-07-15 20:00:00,win,EOD_CLOSE,62400.0,10666.5,3.8960000000000004,191.40637955131342
2,long,bullish,asia,10569.75,10559.75,10594.75,2.5,25,2020-07-17 03:37:00,1m,10594.75,2020-07-17 04:15:00,win,TP,,10575.5,2.446,193.85237955131342
2,long,bullish,ny,10794.25,10784.25,10819.25,2.5,25,2020-07-23 16:26:00,1m,10819.25,2020-07-23 16:45:00,win,TP,,10784.75,2.446,196.29837955131342
2,long,bullish,ny,10812.25,10797.75,10848.5,2.5,17,2020-07-23 17:11:00,1m,10797.75,2020-07-23 17:45:00,loss,SL,,10806.0,-1.0372413793103448,195.2611381720031
1,short,bearish,ny,10489.25,10499.5,10463.625,2.5,24,2020-07-24 18:04:00,1m,10463.625,2020-07-24 18:15:00,win,TP,,10498.0,2.4473170731707317,197.7084552451738
1,short,bearish,asia,10537.0,10547.0,10512.0,2.5,25,2020-07-29 03:34:00,1m,10547.0,2020-07-29 03:45:00,loss,SL,,10543.25,-1.054,196.6544552451738
1,short,bearish,asia,10534.0,10544.0,10509.0,1.375,25,2020-07-29 06:49:00,1m,10520.25,2020-07-29 07:00:00,win,M15_INVALIDATED,63280.0,10517.5,1.321,197.9754552451738
2,long,bullish,london,10548.5,10538.5,10573.5,2.5,25,2020-07-30 11:31:00,1m,10573.5,2020-07-30 11:45:00,win,TP,,10557.25,2.446,200.4214552451738
2,long,bullish,london,10576.5,10566.5,10601.5,1.25,25,2020-07-30 12:16:00,1m,10564.0,2020-07-30 12:30:00,loss,M15_INVALIDATED,63395.0,10571.0,-1.054,199.3674552451738
2,long,bullish,london,10581.25,10564.0,10624.375,2.5,14,2020-07-30 13:46:00,1m,10564.0,2020-07-30 14:30:00,loss,SL,,10571.0,-1.031304347826087,198.33615089734772
1,short,bearish,london,11099.0,11109.0,11074.0,0.525,25,2020-08-06 11:50:00,1m,11093.75,2020-08-06 12:00:00,win,M15_INVALIDATED,63859.0,11092.0,0.47100000000000003,198.80715089734773
2,long,bullish,ny,11013.5,11003.25,11039.125,0.12195121951219512,24,2020-08-11 15:46:00,1m,11012.25,2020-08-11 16:45:00,loss,M15_INVALIDATED,64158.0,11035.25,-1.0526829268292683,197.75446797051845
2,long,bullish,ny,11041.0,11031.0,11066.0,0.825,25,2020-08-11 17:10:00,1m,11049.25,2020-08-11 17:15:00,win,M15_INVALIDATED,64160.0,11051.25,0.7709999999999999,198.52546797051843
2,long,bullish,ny,11025.75,11015.75,11050.75,2.5,25,2020-08-11 18:01:00,1m,11050.75,2020-08-11 18:15:00,win,TP,,11035.25,2.446,200.97146797051843
2,long,bullish,ny,11139.75,11128.25,11168.5,2.5,21,2020-08-14 17:22:00,1m,11128.25,2020-08-14 17:45:00,loss,SL,,11129.25,-1.0469565217391303,199.9245114487793
1,short,bearish,ny,11984.0,11999.5,11945.25,2.5,16,2020-08-28 16:10:00,1m,11999.5,2020-08-28 16:15:00,loss,SL,,12001.5,-1.0348387096774194,198.88967273910188
